GNU GPLv3;GNU General Public License 3.0;GNU General Public License v3.0 only;GNU General Public License v3.0 or later;GNU General Public License, Version 3.0;GPL 3.0;GPL 3.0 or later;GPL-3.0;GPL-3.0-only;GPL-3.0-or-later;License :: OSI Approved :: GNU General Public License (GPL);License :: OSI Approved :: GNU General Public License v3 (GPLv3);gpl-3.0;gpl-3.0-plus
Broadcom WICED SDK License;broadcom-wiced
Mini-XML exception to LGPL 2.0;mini-xml-exception-lgpl-2.0
X11-Style (DEC 1);x11-dec1
X11-R5 Authors;x11r5-authors
dhtmlab Public License;dhtmlab-public
LGPL 2.1 with Qt Company Exception 2017;lgpl-2.1-qt-company-2017
QCA Technology License;qca-technology
Original SSLeay License with Windows Clause;ssleay-windows
Dynarch Linkware Agreement;dynarch-linkware
Java App Stub License;java-app-stub
Doug Lea License;doug-lea
IBM DHCP License;ibm-dhcp
GoAhead License;goahead
Sun No High Risk Activities License;sun-no-high-risk-activities
SlySoft EULA;slysoft-eula
Kevlin Henney License;kevlin-henney
ISO Recorder License;iso-recorder
Sun BCL 11 plus 7;sun-bcl-11-07
Unpublished Source License;unpublished-source
GPL 2.0 or later with OpenSSL exception;gpl-2.0-plus-openssl
GCC compiler exception to GPL 2.0;gcc-compiler-exception-2.0
MS Nuget;ms-nuget
Business Source License 1.1;bsl-1.1
Sun RPC License;sun-rpc
Visual Numerics License;visual-numerics
Google Analytics Terms of Service 2015;google-analytics-tos-2015
Vicomsoft Software License;vicomsoft-software
OCSL 1.0;ocsl-1.0
OGC Software Notice;ogc
Logica OSL 1.0;logica-1.0
Intel BSD License;intel-bsd
TTF2PT1 Project License;ttf2pt1
EllisLab License;ellis-lab
BSD-Credit;bsd-credit
Strongswan exception to GPL;strongswan-exception
StateWizard License;statewizard
Bruno Podetti License;bruno-podetti
Cygwin exception to GPL 3.0 or later;cygwin-exception-3.0
Sun BCL JavaHelp;sun-bcl-javahelp
Generic patent disclaimer;patent-disclaimer
X11-Style (Bitstream Charter);x11-bitstream
BSD-Modified tcpdump variant;bsd-new-tcpdump
OWFa 1.0;owfa-1.0
GNU IO Library exception to GPL 2.0;iolib-exception-2.0
MS SQL Server Data Tools License;ms-sql-server-data-tools
Philips Proprietary Notice 2000;philips-proprietary-notice-2000
OpenSAML License v1;opensaml-1.0
X11-Style (Realmode);x11-realmode
Oasis WS Security Specification License;oasis-ws-security-spec
GDCL License;gdcl
PCRE License;pcre
Synopsys Attribution License;synopsys-attribution
RXTX exception to LGPL 2.1;rxtx-exception-lgpl-2.1
German Free Software License;d-fsl-1.0-en
GPL 3.0 or later with Cygwin exception;gpl-3.0-cygwin
Kalle Kaukonen License;kalle-kaukonen
scanlogd License;scanlogd-license
Motorola Microprocessor License;motorola
EMIT License;emit
Sun proprietary notice for Java sources;sun-proprietary-jdk
RSA Cryptoki License;rsa-cryptoki
GPL 2.0 with DjVu Patent Grant;gpl-2.0-djvu
LMBench exception to GPL 2.0;lmbench-exception-2.0
BSD-3-Clause X11 disclaimer;bsd-x11
BSD-Original-UC-1986;bsd-original-uc-1986
MS MSN WebGrease License;ms-msn-webgrease
Broadcom Proprietary;broadcom-proprietary
University of British Columbia License;ubc
BYTEmark License;bytemark
Chris Stoy Attribution License;chris-stoy
Greg Roelofs License;greg-roelofs
X11-R5;x11-x11r5
Linum Software License;linum
OpenSSL exception to GPL 3.0 or later;openssl-exception-gpl-3.0-plus
Infineon Free Software License;infineon-free
Wrox Download Terms and Conditions;wrox-download
HP Software EULA;hp-software-eula
CognitiveWeb Open Source License 1.1;cognitive-web-osl-1.1
Khronos License;khronos
DAMAIL;damail
NVIDIA License;nvidia
JSON-js-PD;json-js-pd
CodeGuru Permissions;codeguru-permissions
Lyubinskiy popup-window License;lyubinskiy-popup-window
Oracle BCL for Java SE and JavaFX 2013;oracle-bcl-javase-javafx-2013
X11 Documentation License;x11-doc
Script Asylum License;script-asylum
GNU JavaMail exception to GPL 2.0 or later;gnu-javamail-exception
Python CWI License;python-cwi
Commons Clause;commons-clause
Debian reportbug License;reportbug
Scribbles Demos Recognizer Notice;scribbles
Yahoo BrowserPlus EULA;yahoo-browserplus-eula
ICU Composite License;ibm-icu
ZeroMQ exception to LGPL 3.0;zeromq-exception-lgpl-3.0
Maxmind Open Data License;maxmind-odl
Info-Zip License 2004-05;info-zip-2004-05
OpenVPN OpenSSL Exception to GPL;openvpn-openssl-exception
OpenJDK Classpath exception to GPL 2.0;openjdk-classpath-exception-2.0
Sencha GPL 3.0 Exception for Applications;sencha-app-floss-exception
MS Limited Community License;ms-limited-community
JSR-107 JCache Specification License;jsr-107-jcache-spec
Phorum License 2.0;phorum-2.0
MS Windows Server 2003 SP1 Platform SDK License;ms-windows-server-2003-sdk
Sun BCL J2RE 1.4.2;sun-bcl-j2re-1.4.2
ProGuard exception to GPL 2.0;proguard-exception-2.0
XFree86 License 1.0;xfree86-1.0
ZIPList5 Geocode End-User Enterprise License;ziplist5-geocode-end-user-enterprise
libwebsockets exception to LGPL 2.1;libwebsockets-exception
Sun BCL J2RE 5.0;sun-bcl-j2re-5.0
vbAccelerator Distribution Notice;vbaccelerator
SLF4J License 2008;slf4j-2008
Facebook Software License;facebook-software-license
Sun Project X;sun-project-x
Zveno Research License;zveno-research
BSD-Original MUSCLE;bsd-original-muscle
JRunner License;jrunner
FAL 1.3;free-art-1.3
VNCViewer iOS EULA;vnc-viewer-ios
Planet Source Code License;planet-source-code
Helix DNA License;helix
Trolltech GPL Exception 1.2;trolltech-gpl-exception-1.2
IBM Sample License;ibm-sample
MPEG-7 License;mpeg-7
PFE Proprietary Notice;pfe-proprietary-notice
Yensdesign License;yensdesign
BSD plus modification notice;bsd-plus-mod-notice
Vic Metcalfe Public Domain;vic-metcalfe-pd
Intel Royalty Free License;intel-royalty-free
Sun Java Transaction API License;sun-java-transaction-api
GPL 2.0 with Broadcom Linking Exception;gpl-2.0-broadcom-linking
Proprietary;proprietary
GPL 3.0h with OpenBD exception;gpl-3.0-openbd
MySQL FLOSS exception to GPL 2.0;mysql-floss-exception-2.0
See License mention;see-license
CRAPL v0 BETA 1;crapl-0.1
Qualcomm ISO/IEC MPEG-B DASH License;qualcomm-iso
TeX Live License;tex-live
GPL 3.0 or later with OpenSSL exception;gpl-3.0-plus-openssl
Sun JTA Specification License 1.0.1;sun-jta-spec-1.0.1
unknown SPDX;unknown-spdx
Intel OSL 1993;intel-osl-1993
Cygwin exception to GPL 2.0;cygwin-exception-2.0
MakeHuman License;make-human-exception
JetBrains Purchase Terms;jetbrains-purchase-terms
OSSN-3.0;ossn-3.0
OSGi Specification License 2.0;osgi-spec-2.0
NYSL 0.9982;nysl-0.9982
Jscheme License;jscheme
JSFromHell License;jsfromhell
Tatu Ylonen License;tatu-ylonen
httpget;httpget notice and disclaimer
compuphase Linking Exception to Apache 2.0;compuphase-linking-exception
Couchbase Enterprise Edition License;couchbase-enterprise
Oracle OpenJDK classpath exception to GPL 2.0;oracle-openjdk-classpath-exception-2.0
GPL 2.0 with RRDtool FLOSS Exception;gpl-2.0-rrdtool-floss
Intel Master EULA for SW Dev 2016;intel-master-eula-sw-dev-2016
OTN Early Adopter Development License;otn-early-adopter-development
LGPL 2.0 with FLTK exception;lgpl-2.0-fltk
ej-technologies EULA;ej-technologies-eula
MS Windows SDK Windows7 .NET Framework 4;ms-windows-sdk-win7-net-4
Unlimited linking exception to LGPL;unlimited-linking-exception-lgpl
OpenMap Software License Agreement;openmap
INRIA Linking Exception to QPL 1.0;inria-linking-exception
Google Patent License for WebM;google-patent-license-webm
Red Hat Attribution License;red-hat-attribution
Rackspace License;rackspace
BSD-Mylex;bsd-mylex
BSD Acknowledgment (Carrot2) License;bsd-ack-carrot2
MS Patent Promise for .NET;ms-patent-promise
GPL 2.0 with ProGuard exception;gpl-2.0-proguard
Sun BCL 11 plus 8;sun-bcl-11-08
MS EULA for Windows Script Host;ms-eula-win-script-host
RSA Proprietary;rsa-proprietary
Red Hat BSD-Simplified;red-hat-bsd-simplified
GPL 2.0 or later with NAnt exception;gpl-2.0-plus-nant
TripTracker License;triptracker
wxWidgets Licence;wxwidgets
IBM developerWorks Community Download Agreement;ibm-developerworks-community-download
DCO 1.1;dco-1.1
GPL 3.0 or later with font exception;gpl-3.0-font
Xilinx License 2016;xilinx-2016
FastCGI License for Spec Implementation;openmarket-fastcgi
MS Supplemental License - .NET Framework 4;ms-net-framework-4-supplemental-terms
ZIPList5 Geocode Duplication Addendum;ziplist5-geocode-duplication-addendum
BSD-2-Clause-plus-advertizing;bsd-2-clause-plus-advertizing
CC-LGPL-2.1-PT;cc-lgpl-2.1-pt
GPL-Elib;elib-gpl
GPL 2.0 with GLibC exception;gpl-2.0-glibc
QLogic Microcode;qlogic-microcode
Theodore Ts'o license;tso-license
Numerical Recipes Notice;numerical-recipes-notice
MS-LPL;ms-lpl
Oracle Master Agreement (OMA);oracle-master-agreement
Oracle BCL for JavaSE and JavaFX 2012;oracle-bcl-javase-javafx-2012
TeX exception to GPL 3.0;tex-exception
Ryszard Szopa License;ryszard-szopa
Stanford mrouted License;stanford-mrouted
Niels Ferguson License;niels-ferguson
VS10x Code Map;vs10x-code-map
CC-BY-NC-ND-2.0-AT;cc-by-nc-nd-2.0-at
Paint.NET License;paint-net
Syntext Serna exception to GPL 2.0 or GPL 3.0;syntext-serna-exception-1.0
PyGres License 2.2;pygres-2.2
NRL permission;nrl-permission
Waterfall Feed Parser License;waterfall-feed-parser
Google Patent License for Fuschia;google-patent-license-fuschia
Sun BCL SDK 6.0;sun-bcl-sdk-6.0
FreeTTS License;freetts
O'Reilly Code Sample Notice;oreilly-notice
Trademark Notice;trademark-notice
Matt Kruse License;mattkruse
Linking exception to LGPL 2.0 or later;linking-exception-lgpl-2.0-plus
Wind River License;windriver-commercial
GPL 2.0 with Cygwin exception;gpl-2.0-cygwin
BSD-Simplified source;bsd-simplified-source
LGPL 3.0 with ZeroMQ exception;lgpl-3.0-zeromq
GPL 2.0 with libgit2 exception;gpl-2.0-libgit2
Broadcom Linking Exception if unmodified;broadcom-linking-unmodified
MS ASP.NET MVC4;ms-asp-net-mvc4
GUST Font License 2006-09-30;gust-font-2006-09-30
jQuery-Tools-PD;jquery-pd
WS-Policy Specification;ws-policy-specification
MS Reference Source License;ms-rsl
Isotope Commercial License Agreement;isotope-cla
MadWifi Dual BSD-GPL;madwifi-dual
Open Motif exception to GPL 2.0 or later;openmotif-exception-2.0-plus
OGL Ontario 1.0;can-ogl-ontario-1.0
Intel Code Samples License;intel-code-samples
Broadcom Dual GPL-Commercial;broadcom-dual
FPLOT LIcense;fplot
GLUT License;glut
Lil License v1;lil-1
GPL 2.0 or later with Bison 2.2 exception;gpl-2.0-bison-2.2
STLport License 2000;stlport-2000
Red Hat EULA JBoss Enterprise Middleware License;rh-eula-lgpl
IBPP License;ibpp
Westhawk License;westhawk
Google Analytics Terms of Service 2016;google-analytics-tos-2016
X11-Style (Quarterdeck);x11-quarterdeck
JJ2000 License;jj2000
Broadcom Linking Exception to GPL 2.0;broadcom-linking-exception-2.0
JGraph General License;jgraph-general
Splunk MINT TOS 2018;splunk-mint-tos-2018
Manfred Klein Fonts TOS;manfred-klein-fonts-tos
Cloudera Express License;cloudera-express
D Zlib;d-zlib
CMU MIT-style;cmu-mit
Google Patent License;google-patent-license
OZPLB 1.1;ozplb-1.1
CC-PD Mark 1.0;cc-pdm-1.0
OWTChart License;owtchart
MIT Synopsys License;mit-synopsys
GPL 2.0 with Fedora Red Hat Exception;gpl-2.0-redhat
WinZip EULA;winzip-eula
Info-Zip License 1997-10;info-zip-1997-10
LGPL 2.1 or later with Linking exception;lgpl-2.1-plus-linking
Tigra Calendar 4.0 License;tigra-calendar-4.0
Oracle Entitlement 5 plus 15;oracle-entitlement-05-15
GPL 2.0 with bison exception;gpl-2.0-bison
ZeusBench notice;zeusbench
MS NT Resource Kit License;ms-nt-resource-kit
VPL 1.1;vpl-1.1
bzip2 License;bzip2-libbzip-1.0.5
Unicode Mappings License;unicode-mappings
UURF Public License;uofu-rfpl
Classworlds License;classworlds
MS ASP.NET Tools Pre-Release License;ms-asp-net-tools-pre-release
BSD-Top;bsd-top
Service Component Architecture;service-comp-arch
Cubiware Software License 1.0;cubiware-software-1.0
Zapatec Calendar License;zapatec-calendar
Sglib License;sglib
STREAM Benchmark License;stream-benchmark
MS ASP.NET MVC3;ms-asp-net-mvc3
MS Visual C++ 2010 Runtime Libraries License;ms-visual-2010-runtime
HP Enterprise EULA;hp-enterprise-eula
MS Remote NDIS USB Kit EULA;ms-remote-ndis-usb-kit
LZMA SDK Public Domain;lzma-sdk-pd
MySQL Connector ODBC exception to GPL 2.0;mysql-connector-odbc-exception-2.0
Linotype EULA;linotype-eula
Cavium Targeted Hardware License;cavium-targeted-hardware
FreeBSD Boot;freebsd-boot
TeamDev Services License;teamdev-services
Docbook License;docbook
Libtool Exception;libtool-exception
SunPro Attribution License;sunpro
Open Group Public License;open-group
Broadcom Standard Terms;broadcom-standard-terms
Codexia License;codexia
OCLC Research Public License 1.0;oclc-1.0
Lyubinskiy dropdown License;lyubinskiy-dropdown
OGL British Columbia 2.0;can-ogl-british-columbia-2.0
MPEG-2 NBC MPEG-4 Audio ISO;mpeg-iso
C-FSL 1.1;c-fsl-1.1
HDF4 License;hdf4
ChartDirector 6.0 License Agreement;chartdirector-6.0
QAPlug License;qaplug
Paul Mackerras Binary License;paul-mackerras-binary
William Alexander License;william-alexander
MS Research Shared Source License;ms-research-shared-source
OpenNETCF Shared Source License;opennetcf-shared-source
MS Developer Services Agreement;ms-developer-services-agreement
Newran License;newran
GPL 2.0 or later with Ada exception;gpl-2.0-plus-ada
Quirksmode Copyright Notice;quirksmode
Oracle BCL for Java EE Technologies;oracle-bcl-javaee
BSD Simplified Darwin;bsd-simplified-darwin
OSF 1990 License;osf-1990
Marvell Firmware License;marvell-firmware
GPL 2.0 with OpenJDK Classpath exception;gpl-2.0-openjdk
Apple Squeak License;squeak
STLport License 4.5;stlport-4.5
ECMA Documentation License;ecma-documentation
Dtree License;dtree
TwistedSNMP License;twisted-snmp
Oracle MySQL FOSS exception to GPL 2.0;oracle-mysql-foss-exception-2.0
Paul Mackerras License;paul-mackerras
GStreamer exception to GPL 2.0 or later;gstreamer-exception-2.0
Spell-Checker exception to LGPL 2.1 or later;spell-checker-exception-lgpl-2.1-plus
IETF Trust License;ietf-trust
Qualcomm Turing License;qualcomm-turing
New Relic License;new-relic
Info-Zip License 2007-03;info-zip-2007-03
Nokia Qt LGPL Exception 1.0;lgpl-2.1-nokia-qt-1.0
Sun BCL J2RE 1.2.X;sun-bcl-j2re-1.2.x
DPL-1.1;dpl-1.1
Flora License v1.1;flora-1.1
HACOS 1.2;hacos-1.2
Riverbank SIP License;riverbank-sip
Opera Widget License 1.0;opera-widget-1.0
VPL 1.2;vpl-1.2
X11-R7.5;x11-r75
MS Exchange Server 2010 SP2 Web Services SDK;ms-exchange-server-2010-sp2-sdk
MS Systems Journal Sample Code License;msj-sample-code
LGPL 3.0 or later with Linking exception;lgpl-3-plus-linking
OpenORB Community License 1.0;openorb-1.0
Crypto++ License;cryptopp
Sun BCL Web Start;sun-bcl-web-start
First Works Appreciative License 1.2;first-works-appreciative-1.2
NTLM License;ntlm
Tidy License;tidy
HIDAPI License;hidapi
BSD-InnoSys;bsd-innosys
Oracle BCL for JSSE 1.0.3 for CDC 1.0.2;oracle-bcl-jsse-1.0.3
CSPRNG;csprng
WS-Trust Specification;ws-trust-specification
Dual BSD-GPL;dual-bsd-gpl
Christopher Velazquez License;christopher-velazquez
Tigra Calendar 3.2 License;tigra-calendar-3.2
Pivotal Software Terms of Use;pivotal-tou
EMX Library License;emx-library
JAMon License;jamon
Metrolink 1.0;metrolink-1.0
SafeCopy EULA;safecopy-eula
RSA-MD4 License;rsa-md4
ISO 14496-10;iso-14496-10
SWIG Library License;swig
IBM AS-IS License;ibm-as-is
LavanTech License;lavantech
HERE Proprietary;here-proprietary
Cougaar Open Source License;cosl
Opera Web Applications License 1.0;owal-1.0
BSD-1-Clause Build;bsd-1-clause-build
Commercial Option;commercial-option
Sun Solaris Source Code License 1.1;sun-ssscfr-1.1
Sun BCL JIMI SDK;sun-bcl-jimi-sdk
Esri License;esri
Cygwin exception to LGPL 3.0 or later;cygwin-exception-lgpl-3.0-plus
freetype patent grant;freetype-patent
LZMA SDK 2008;lzma-sdk-2008
Sun Proprietary Non-Commercial License;sun-prop-non-commercial
Inner Net 2.0;inner-net-2.0
Open Diameter License;open-diameter
CppCoreGuidelines License;cpp-core-guidelines
Sun BCL JSMQ;sun-bcl-jsmq
Helios;helios-eula
Classic VB License;classic-vb
Minpack Copyright Notice;minpack
PngSuite License;pngsuite
MS Windows Server 2003 DDK License;ms-windows-server-2003-ddk
Public Domain Disclaimer;public-domain-disclaimer
Microsoft CAPICOM License;ms-capicom
MS Invisible Computing EULA 1.0;ms-invisible-eula-1.0
Mike95 License;mike95
Qt Commercial License v1.1;qt-commercial-1.1
MIT Old Style;mit-old-style
Sun JSR Specification 04-2006;sun-jsr-spec-04-2006
LLNL;llnl
BSD 3-Clause No Change;bsd-3-clause-no-change
Kumar Robotics License;kumar-robotics
GPL 2.0 with GUILE exception;gpl-2.0-guile
Careware;careware
Couchbase Community Edition License;couchbase-community
DWTFNMFPL-3.0;dwtfnmfpl-3.0
GPL 2.0 with FreeRTOS exception;gpl-2.0-freertos
Sun BCL OpenJDK;sun-bcl-openjdk
SoftFloat Prominent;softfloat-2.0
MS JDBC Driver 4.0 for SQL Server;ms-jdbc-driver-40-sql-server
DbCL 1.0;dbcl-1.0
Pine License;pine
LGPL 2.1 or later with Unlimited linking exception;lgpl-2.1-plus-unlimited-linking
Sencha Software License Agreement 3.9;sencha-commercial-3.9
HDPARM License;hdparm
Intel Limited Patent License;intel
Mulle Kybernetik License;mulle-kybernetik
GPL 2.0 with Qt-QCA exception;gpl-2.0-qt-qca
Martin Bergmeier License;martin-birgmeier
CCL;cockroach
CC-BY-NC-ND-2.0-AU;cc-by-nc-nd-2.0-au
MS-CL;ms-cl
Info-Zip License 2003-05;info-zip-2003-05
Sun Industry Standards Source License 1.0;sun-sissl-1.0
RRDtool FLOSS Exception to GPL 2.0;rrdtool-floss-exception-2.0
FTDI License;ftdi
GeoServer exception to GPL 2.0 or later;geoserver-exception-2.0-plus
Bigelow & Holmes Luxi fonts license;luxi
JCSL 1.3.1;jahia-1.3.1
MS ASP.NET Web Pages 2 License;ms-asp-net-web-pages-2
SBIA Part B;sbia-b
BSD Unchanged;bsd-unchanged
X11-Style (OpenGL);x11-opengl
LumiSoft Mail Server License;lumisoft-mail-server
SGI CID Font Code Public License 1.0;sgi-cid-1.0
Qt Company Exception to LGPL 2.1;qt-company-exception-lgpl-2.1
Google Analytics Terms of Service;google-analytics-tos
GPL 2.0 or later with UPX exception;gpl-2.0-plus-upx
Sencha Software License Agreement v3.17;sencha-commercial-3.17
Mozilla Open Software Patent License 1.0;mozilla-ospl-1.0
ScanSoft Public License 1.2;scansoft-1.2
FreeMarker License;freemarker
Duplicate Network Time Protocol License;network-time-protocol
CMU Simple License;cmu-simple
OSET 2.1;osetpl-2.1
Delorie Historical License;delorie-historical
GPL 2.0 with GNU Libtool exception;gpl-2.0-libtool
Macros and Inline Functions Exception to GPL 2.0;mif-exception
Other Permissive Licenses;other-permissive
Brocade Firmware License;brocade-firmware
Sun EJB Specification 3.0;sun-ejb-spec-3.0
MongoDB SSPL 1.0;mongodb-sspl-1.0
Oswego Concurrent License;oswego-concurrent
libzip;libzip License
W3C-SOFTWARE-20021231;w3c-software-20021231
Madwifi License;bsd-no-mod
Sandeep License;sandeep
RSA Demo License;rsa-demo
Sash Notice;sash
Ian Kaplan License;ian-kaplan
Chris Maunder License;chris-maunder
MIT Modern Variant;mit-modern
MS Web Developer Tools 1.0;ms-web-developer-tools-1.0
Colt License Agreement;colt
BSD-Export;bsd-export
OpenSSL exception to AGPL 3.0;openssl-exception-agpl-3.0
Broadleaf Fair Use License Agreement v1.0;broadleaf-fair-use
Google Patent License for WebRTC;google-patent-license-webrtc
Things I Made (TIM) Public License;things-i-made-public-license
Prosperity Public License 1.0.1;prosperity-1.0.1
Confluent Community License 1.0;confluent-community-1.0
Sun BCL J2RE 1.4.X;sun-bcl-j2re-1.4.x
PD'Programming License;pd-programming
SimPL 1.1;simpl-1.1
Paul Mackerras New License;paul-mackerras-new
Nokia Qt Exception to LGPL 2.1;nokia-qt-exception-1.1
OpenSSL exception to GPL 2.0;openssl-exception-gpl-2.0
MS .NET Framework Redistributable EULA;ms-net-framework-deployment
JPython 1.1;jpython-1.1
Mentalis License;mentalis
MIT no advertising with Export Control;mit-no-advert-export-control
libmng License 2007;libmng-2007
Original SSLeay License;ssleay
Nonexclusive License;nonexclusive
MS Visual Studio 2015 SDK;ms-visual-2015-sdk
RAR and WinRAR EULA;rar-winrar-eula
Hauppauge Firmware OEM License;hauppauge-firmware-oem
Wrox Press License;wrox
Repoze License;repoze
BSD-Axis without modification;bsd-axis-nomod
Tanuki Community SLA 1.2;tanuki-community-sla-1.2
Nero EULA;nero-eula
Sun BCL JRE 6;sun-bcl-jre6
MSPPL;msppl
IBM JRE License;ibm-jre
BSD-3-Clause with Far Manager exception;bsd-new-far-manager
MS JDBC Driver 6.0 for SQL Server;ms-jdbc-driver-60-sql-server
JGraph License;jgraph
Ice exception to GPL 2.0;ice-exception-2.0
Sencha GPL 3.0 Exception for Development;sencha-dev-floss-exception
Fraunhofer ISO 14496-10 License;fraunhofer-iso-14496-10
LGPL 2.1 with RXTX exception;lgpl-2.1-rxtx
Obsolete Font License 1.0;unbuntu-font-1.0
com-oreilly-servlet;com.oreilly.servlet License
MgOpen Font License;mgopen-font-license
Digia Qt Preview Agreement 2.4;digia-qt-preview
Linking exception to GPL 2.0 or later;linking-exception-2.0-plus
LCS-Telegraphics License;lcs-telegraphics
Digia Qt Commercial;digia-qt-commercial
MS .NET Library License 2018-11;ms-net-library-2018-11
Netron Project License;netron
Enhydra 1.1;enhydra-1.1
Ralink Firmware License;ralink-firmware
GPL 2.0 with Library exception;gpl-2.0-library
MS Entity Framework 4.1 License;ms-entity-framework-4.1
Intel Material License;intel-material
GPL 2.0 with Oracle MySQL FOSS exception;gpl-2.0-oracle-mysql-foss
STMicroelectronics CentralLabs License;stmicroelectronics-centrallabs
MS Windows Identity Foundation License;ms-windows-identity-foundation
GPL 2.0 or later with GCC exception;gpl-2.0-plus-gcc
Qt Company Exception to LGPL 2.1 2017;qt-company-exception-2017-lgpl-2.1
NTP Origin License;ntpl-origin
BSD 3-Clause Sun;bsd-3-clause-sun
MS Visual Studio Code License;ms-visual-studio-code
Clause 6 Exception to LGPL 2.1;clause-6-exception-lgpl-2.1
GPL 2.0 or later with Ekiga exception;gpl-2.0-plus-ekiga
RSA-MD2 License;rsa-md2
CC-GPL-2.0-PT;cc-gpl-2.0-pt
TPL 1.0;tpl-1.0
Esri Developer Kit License;esri-devkit
Newlib Historical License;newlib-historical
OpenSSL exception to LGPL 3.0 or later;openssl-exception-lgpl-3.0-plus
wingo;wingo License
CSLA License;csla
Free unknown;free-unknown
MonetDB 1.1;monetdb-1.1
Java Research License 1.5;java-research-1.5
i2p GPL plus Java Exception;i2p-gpl-java-exception
MIT License 1998;mit-license-1998
MS Windows Driver Kit License;ms-windows-driver-kit
JPRS OSCL 1.1;jprs-oscl-1.1
Inno Setup License;inno-setup
Dr John Maddock License;dr-john-maddock
Paul Hsieh Exposition License;paul-hsieh-exposition
Node License;node-js
LILO License;lilo
Intel Firmware License;intel-firmware
Oracle SQL Developer License Terms;oracle-sql-developer
Shital Shah License;shital-shah
RCSL R&D 3.0;rcsl-3.0
FtpBean License;ftpbean
IBM Derivative Works License;x11-ibm
MIT Taylor Variant;mit-taylor-variant
JMagnetic License;jmagnetic
Frontier Artistic License;frontier-1.0
Taligent JDK Proprietary Notice;taligent-jdk
MSXML 4.0 EULA;ms-xml-core-4.0
InstallSite License Agreement;installsite
Historical Notice - NTP;historical-ntp
Apple Quicktime License;quicktime
ppp;ppp License
Red Hat Logos License;red-hat-logos
Takao Abe License;takao-abe
OpenBD exception to GPL 3.0;openbd-exception-3.0
SpeechWorks Public License 1.1;speechworks-1.1
libselinux License;libselinux-pd
Ghostscript General Public License 1988;ghostscript-1988
Far Manager exception to BSD-3-Clause;far-manager-exception
BSD Unmodified;bsd-unmodified
Ralf Corsepius License;ralf-corsepius
IrfanView EULA;irfanview-eula
Info-Zip License 2005-02;info-zip-2005-02
Qpopper License;qpopper
MS DirectX SDK EULA;ms-directx-sdk-eula
Nara Institute License 2003;naist-2003
MIT README License;mit-readme
Proprietary License;proprietary-license
DSL;Design Science License
OPL-2.1;OSET Foundation Public License
Against DRM;Against-DRM
FAL-1.3;Free Art License 1.3
GFDL-1.3-no-cover-texts-no-invariant-sections;GNU Free Documentation License 1.3 with no cover texts and no invariant sections
LO-FR-2.0;Open License 2.0
ODC-BY-1.0;Open Data Commons Attribution License 1.0
OGL-Canada-2.0;Open Government License 2.0 (Canada)
Data Licence Germany-attribution-version 2.0;OGL-DE-BY-2.0
Data Licence Germany-Zero-Version 2.0;OGL-DE-ZERO-2.0
OGL-TW-1.0;Open Government Data License Taiwan 1.0
Talis;Talis Community License
Statistics Canada: Data Liberation Initiative (DLI) - Model Data Use Licence;dli-model-use
Geogratis;geogratis
Higher Education Statistics Agency Copyright with data.gov.uk rights;hesa-withrights
Local Authority Copyright with data.gov.uk rights;localauth-withrights
Met Office UK Climate Projections Licence Agreement;met-office-cp
MITRE Collaborative Virtual Workspace License (CVW License);mitre
License Not Specified;notspecified
Other (Attribution);other-at
Other (Not Open);other-closed
Other (Non-Commercial);other-nc
Other (Open);other-open
Other (Public Domain);other-pd
UK Click Use PSI;ukclickusepsi
UK Crown Copyright;ukcrown
UK Crown Copyright with data.gov.uk rights;ukcrown-withrights
UK PSI Public Sector Information;ukpsi
BlueOak-1.0.0
Bourceux
BSD 3-Clause-Attribution
CC-BY
CC BY-SA
CC0
LiLiQ-P
LiLiQ-R
hp-proliant-essentials
unknown
verbatim-manual
ms-kinext-win-sdk
license-file-reference
4Suite Copyright License
Academic Free License
Affero General Public License 1.0
Affero General Public License 3.0
Affero General Public License 3.0 or later
Affero General Public License 3.0 with Zarafa trademark exceptions
Apache Software License 1.0
App::s2p License
Array Input Method Public License
Artistic (clarified)
Artistic 2.0
Aspell-ru License
BeOpen Open Source License Agreement Version 1
Bibtex License
BitTorrent License
Boost Software License
BSD + Patent
BSD License (original)
BSD License (no advertising)
BSD License (two clause)
CeCILL License v1.1
CeCILL License v2
Celtx Public License (CePL)
CMU License (BSD like)
CNRI License (Old Python)
Common Development Distribution License 1.0
Common Development Distribution License 1.1
Common Public License
Condor Public License
Copyright Attribution Only
CPAL License 1.0
CP/M License
CRC32 License
Creative Commons BSD
Creative Commons GNU GPL
Creative Commons GNU LGPL
Creative Commons Zero 1.0 Universal
Cryptix General License
CUA Office Public License Version 1.0
DO WHATEVER PUBLIC LICENSE
Docbook MIT License
Eclipse Distribution License 1.0
eCos License v2.0
EU Datagrid Software License
Fedora Directory Server License
FLTK License
Fraunhofer FDK AAC License
FreeImage Public License
Freetype License
FSF All Permissive license
GNU General Public License (no version)
GNU General Public License (no version), with Classpath exception
GNU General Public License (no version), with font embedding exception
GNU General Public License v2.0 only, with Classpath exception
GNU General Public License v2.0 only, with font embedding exception
GNU General Public License v2.0 or later, with Classpath exception
GNU General Public License v2.0 or later, with font embedding exception
GNU General Public License v3.0 only, with Classpath exception
GNU General Public License v3.0 only, with font embedding exception
GNU General Public License v3.0 or later, with Classpath exception
GNU General Public License v3.0 or later, with font embedding exception
