,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCP-wrappers","TCP Wrappers License","scancode:tcp-wrappers","scancode://tcp-wrappers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leptonica","Leptonica License","scancode:leptonica","scancode://leptonica",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST-PD","scancode:nist-pd","scancode://nist-pd","NIST Public Domain Notice",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wsuipa","Wsuipa License","scancode:wsuipa","scancode://wsuipa",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MPL-2.0-no-copyleft-exception","MPL 2.0 with no copyleft exception","scancode://mpl-2.0-no-copyleft-exception","Mozilla Public License 2.0 (no copyleft exception)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNRI Python 1.6.1","CNRI-Python-GPL-Compatible","scancode://cnri-python-1.6.1","CNRI Python Open Source GPL Compatible License Agreement",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DRL-1.0","scancode:drl-1.0","scancode://drl-1.0","Detection Rule License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noweb","Noweb License","scancode:noweb","scancode://noweb",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-invariants-only","scancode://gfdl-1.1-invariants-only","GNU Free Documentation License 1.1 (invariants)","GNU Free Documentation License v1.1 only - invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Qhull","Qhull License","scancode:qhull","scancode://qhull",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.0-RFN","scancode://ofl-1.0-rfn","OFL 1.0 Reserved Font Name","SIL Open Font License 1.0 with Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"etalab-2.0","scancode:etalab-2.0","scancode://etalab-2.0","Etalab Open License 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANTLR-PD-fallback","ANTLR-PD with fallback","scancode://antlr-pd-fallback","ANTLR Software Rights Notice with license fallback",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rdisc","Rdisc License","scancode:rdisc","scancode://rdisc",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT Modern Variant","MIT-Modern-Variant","scancode://mit-modern","MIT License Modern Variant",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MTLL","scancode:mtll","scancode://mtll","Matrix Template Library License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPICS","scancode:epics","scancode://epics","EPICS Open License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-invariants-only","scancode://gfdl-1.2-invariants-only","GNU Free Documentation License 1.2 (invariants)","GNU Free Documentation License v1.2 only - invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-3.0-AT","scancode:cc-by-3.0-at","Creative Commons BY 3.0 (Austria)","Creative Commons Attribution 3.0 Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahyph","Bahyph License","scancode:bahyph","scancode://bahyph",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-3.0-AT","scancode:cc-by-sa-3.0-at","Creative Commons BY-SA 3.0 (Austria)","Creative Commons Attribution Share Alike 3.0 Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NCGL-UK-2.0","scancode:ncgl-uk-2.0","scancode://ncgl-uk-2.0","Non-Commercial Government Licence",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glulxe","Glulxe License","scancode:glulxe","scancode://glulxe",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"dvipdfm","dvipdfm License","scancode:dvipdfm","scancode://dvipdfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"libtiff","libtiff License","X11-Style (Tiff)","scancode://x11-tiff",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GLWTPL","scancode:glwtpl","scancode://glwtpl","Good Luck With That Public License",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD-4-Clause-shortened","scancode:bsd-4-clause-shortened","BSD 4-Clause License (shortened)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NLOD-2.0","scancode://nlod-2.0","Norwegian Licence for Open Government Data (NLOD) 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOM4J","DOM4J License","scancode:dom4j",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-no-invariants-or-later","scancode://gfdl-1.1-no-invariants-or-later","GNU Free Documentation License v1.1 or later - no invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-invariants-or-later","scancode://gfdl-1.2-invariants-or-later","GNU Free Documentation License v1.2 or later - invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D-FSL-1.0","scancode:d-fsl-1.0-de","Deutsche Freie Software Lizenz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-2.0-UK","scancode://cc-by-nc-sa-2.0-uk","Creative Commons Attribution Non Commercial Share Alike 2.0 England and Wales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JSON","JSON License","scancode://json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OFL-1.1-RFN","scancode://ofl-1.1-rfn","SIL Open Font License 1.1 with Reserved Font Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAL-1.0-Combined-Work-Exception","scancode://cal-1.0-combined-work-exception","Cryptographic Autonomy License 1.0 (Combined Work Exception)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.2-no-invariants-or-later","scancode://gfdl-1.2-no-invariants-or-later","GNU Free Documentation License v1.2 or later - no invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bzip2-1.0.5","bzip2 License 1.0.5","bzip2 and libbzip2 License v1.0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.1-invariants-or-later","scancode://gfdl-1.1-invariants-or-later","GNU Free Documentation License v1.1 or later - invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-2.5-AU","scancode://cc-by-2.5-au","Creative Commons Attribution 2.5 Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-2.1-JP","Creative Commons BY-SA 2.1 (JP)","Creative Commons Attribution Share Alike 2.1 Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-3.0-IGO","scancode://cc-by-nc-sa-3.0-igo","Creative Commons Attribution Non Commercial Share Alike 3.0 IGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT Open Group","MIT-Open-Group","scancode:mit-open-group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAL 1.2","LAL-1.2","Licence Art Libre 1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-no-invariants-or-later","scancode://gfdl-1.3-no-invariants-or-later","GNU Free Documentation License v1.3 or later - no invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GFDL-1.3-invariants-or-later","scancode://gfdl-1.3-invariants-or-later","GNU Free Documentation License v1.3 or later - invariants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAL 1.3","LAL-1.3","Licence Art Libre 1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NTP-0","scancode://ntp-0","NTP No Attribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-3.0-DE","Creative Commons Attribution 3.0 Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ODC-BY-1.0","Open Data Commons Attribution License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-3.0-NL","Creative Commons Attribution 3.0 Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-3.0-DE","Creative Commons Attribution Non Commercial Share Alike 3.0 Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COIL-1.0","Copyfree Open Innovation License",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SchemeReport","Scheme Language Report License",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linux man-pages Copyleft","Linux-man-pages-copyleft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Community-Spec-1.0","Community Specification License 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-ND-3.0-DE","Creative Commons Attribution Non Commercial No Derivatives 3.0 Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-ND-3.0-DE","Creative Commons Attribution No Derivatives 3.0 Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FDK-AAC","Fraunhofer FDK AAC Codec Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-SA-3.0-DE","Creative Commons Attribution Share Alike 3.0 Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-SA-2.0-FR","Creative Commons Attribution-NonCommercial-ShareAlike 2.0 France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Zend-2.0","Zend Engine License, Version 2.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC-BY-NC-3.0-DE","Creative Commons Attribution Non Commercial 3.0 Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EU Datagrid Software License",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BSD 4-clause ""Original"" or ""Old"" License",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUN PUBLIC LICENSE Version 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LaTeX Project Public License Version 1.3c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMMON DEVELOPMENT AND DISTRIBUTION LICENSE Version 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSF All Permissive license",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"zlib/libpng License",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIT +no-false-attribs License",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IBM Public License Version 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RealNetworks Public Source License V1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FreeType Project LICENSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Open Publication License, v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Open Software License, version 2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
